frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_42,ID_43
1278,(1647!430),(182!453),(374!492),(1614!354),(1496!455),(1126!331),(400!839),,(1617!640),(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,(1647!431),(182!453),(374!492),(1615!354),(1496!455),(1126!330),(400!839),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,(1646!431),(180!452),(374!492),,(1496!455),(1127!330),(403!839),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,(1646!432),(182!452),(374!493),(1609!346),(1496!455),(1126!329),(400!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,(1646!434),(182!453),(374!493),(1605!342),,(1127!329),(400!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,(1646!435),(182!453),(373!493),(1604!342),,(1127!329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,(1647!436),(182!452),(373!495),(1601!338),(1497!455),(1127!329),,,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,(1647!437),(182!453),(372!494),(1598!336),,(1127!329),,,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,(1647!438),(179!451),(373!495),(1597!334),(1497!454),(1127!329),(400!838),,,(1270!324),,,,,,,,,,(89!1003),,,,,,,,,,,,,,,,,,,,,,,
1287,(1648!439),(180!452),(373!494),(1594!332),(1497!454),(1127!329),(401!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,(1648!440),(182!453),(373!494),(1594!332),(1497!454),(1127!329),(401!838),,,(1270!324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,(1648!441),(180!451),(373!493),(1591!328),(1497!454),(1127!329),,,,(1271!324),,,,,,,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1290,(1648!442),(181!451),(373!493),(1590!327),(1497!454),(1127!329),,,,(1271!324),,,,,,,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1291,(1648!442),(181!451),(373!493),(1585!323),(1497!454),(1128!327),(401!838),,,(1271!325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,(1648!443),(181!452),(373!492),,(1497!453),(1128!328),(400!838),,,(1271!325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,(1648!444),(181!453),(374!492),,(1498!453),(1128!328),(401!838),,,(1272!325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,(1648!444),(181!452),(374!492),,,(1128!329),(401!839),,,(1272!327),(336!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,(1648!444),(181!452),(374!493),(1578!316),(1501!451),(1129!329),(401!839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,(1649!445),(182!454),(372!494),(1576!315),(1502!450),(1129!329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,(1649!445),(181!453),(374!493),(1573!314),(1501!449),(1129!329),(401!839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,(1649!445),(182!452),(374!493),(1572!310),(1503!449),(1129!329),(401!839),,,(1279!336),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,(1649!445),(183!454),(374!493),(1574!309),(1504!448),(1129!329),(402!839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,(1649!445),(182!453),(374!493),(1570!304),(1505!446),(1129!329),,,,(1280!339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,(1649!445),(183!454),(374!493),(1567!301),(1505!445),(1129!329),(401!839),,,(1280!341),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,(1649!445),(181!454),(374!493),(1562!299),(1506!444),(1129!329),(401!839),,,(1280!343),,,,,,,,,,(90!1003),,,,,,,,,,,,,,,,,,,,,,,
1303,(1649!445),(182!454),(372!495),(1560!299),(1506!444),(1129!329),(401!839),,,(1281!346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,(1649!445),(181!454),(372!495),(1564!298),(1507!441),(1129!329),(401!839),,(1617!641),(1282!348),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,(1649!445),(183!454),(372!495),(1563!297),(1507!439),(1129!329),,,,,,,,,,,,,,(90!1003),,,,,,,,,,,,,,,,,,,,,,,
1306,(1649!445),(183!454),(372!495),(1558!293),,(1129!329),(401!840),,,(1283!353),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,(1649!446),(183!453),(374!493),,(1508!438),(1129!329),,,,(1284!354),(337!130),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,(1648!447),(182!454),(374!493),(1559!291),(1508!437),(1129!329),(401!839),,,,(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,(1648!447),(181!454),(372!495),(1556!288),(1508!436),(1129!329),(401!839),,,(1289!359),(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,(1649!446),(181!454),(374!492),(1555!289),(1509!434),(1129!329),(401!840),,,,(337!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,(1649!446),(183!453),(374!493),(1553!285),(1509!432),(1129!329),(401!840),,,(1289!360),(337!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,(1649!446),(181!454),(374!493),,(1510!430),(1129!329),(401!840),,,,(337!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,(1649!445),(183!454),(374!493),(1552!281),(1511!430),(1129!329),(401!840),,,,(337!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,(1649!444),(184!454),(374!492),(1549!280),(1511!428),(1129!329),(401!840),,,,(337!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,(1650!445),(184!454),(374!493),(1547!276),,(1129!329),(402!839),,,(1293!370),(338!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,(1650!444),(184!455),(374!493),(1544!275),(1513!425),(1129!329),(402!840),,,,(338!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,(1650!444),(185!454),(374!492),(1543!271),,(1129!329),(401!839),,,,(338!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,(1650!444),(184!455),(370!495),(1541!272),(1515!421),(1129!329),,,,,(338!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,(1651!444),(183!454),(374!493),(1540!270),(1515!421),(1129!329),(401!839),,,,(338!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,(1650!445),(185!455),(374!492),(1534!268),(1515!419),(1129!329),,,,,(338!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,(1651!445),(185!455),(374!493),(1534!267),(1517!417),(1129!329),,,,,(338!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,(1651!445),(185!454),(372!494),(1531!265),(1518!416),(1128!329),(401!839),,,(1302!385),(338!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,(1651!445),(183!453),(374!493),(1528!264),(1519!416),(1129!329),(401!839),,,,(338!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,(1651!446),(183!455),(374!493),(1529!262),(1520!415),(1129!329),(402!840),,,(1303!387),(338!132),,,,,,,,,(90!1003),,,,,,,,,,,,,,,,,,,,,,,
1325,(1651!446),(183!454),(374!492),(1524!260),(1520!414),(1129!329),(402!840),,(1615!642),,(338!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,(1651!446),(183!455),(374!492),(1522!259),,(1129!329),(402!840),,,(1303!390),(338!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,(1651!446),(183!455),(374!492),(1521!259),(1521!413),(1128!328),(402!840),,,(1305!391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,(1651!447),(183!453),(374!493),(1520!258),(1522!413),(1128!327),(402!840),,(1615!641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,(1651!447),(183!454),(374!493),(1518!254),(1523!413),(1128!326),(402!840),,(1615!641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,(1651!447),(183!455),(371!495),(1517!255),,(1128!327),,,,(1305!395),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,(1651!447),(183!455),(374!494),(1517!254),(1525!412),,,,(1615!641),(1307!398),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,(1651!447),(184!454),(374!493),(1513!251),,(1128!327),(402!839),,,(1308!401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,(1651!447),(184!455),(374!493),(1511!250),,(1128!327),,,,(1309!403),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,(1651!447),(184!454),(375!494),(1511!248),(1530!409),(1128!327),(403!839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,(1651!447),(184!454),(374!493),(1509!245),(1531!407),(1128!327),(402!840),,(1615!641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,(1650!448),(184!455),(375!493),(1508!243),(1531!407),(1129!327),(403!840),,,(1313!407),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,(1651!447),(183!454),(374!493),(1503!240),(1531!406),(1129!328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,(1650!447),(183!455),(374!492),(1502!237),,(1129!328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,(1651!448),(183!454),(372!494),(1502!239),(1534!405),(1129!328),,(267!1159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,(1651!448),(183!454),(374!493),(1502!240),(1535!404),(1129!327),,,(1615!641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,(1652!448),(184!453),(374!492),(1502!239),,(1129!327),,,(1615!641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,(1652!448),(184!455),(374!492),(1499!235),(1540!403),(1129!328),,,,(1313!409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,(1652!448),(184!455),(374!493),(1498!234),(1542!402),(1129!328),,,,(1315!416),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,(1652!448),(184!455),(374!492),(1499!234),(1543!401),(1129!328),(402!839),,,(1316!417),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,(1651!449),(184!455),(372!494),(1496!233),(1544!400),(1129!328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,(1652!448),(182!455),(374!493),(1495!232),(1545!399),(1129!327),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,(1653!447),(183!455),(374!493),(1495!232),(1548!398),(1129!328),(403!839),,,(1317!421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,(1653!448),(183!455),(374!493),(1492!229),(1549!396),(1129!328),,,,(1317!423),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,(1651!449),(183!454),(374!493),(1489!226),,(1129!328),,,(1615!641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,(1652!448),(183!454),(374!493),(1488!225),(1547!396),(1129!328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,(1652!448),(186!455),(374!492),(1487!223),,(1129!328),,,,(1319!428),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,(1651!449),(183!454),(374!492),(1485!222),(1548!395),(1129!328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,(1651!449),(184!455),(374!492),(1484!219),,(1129!328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,(1653!448),(186!455),(374!492),(1483!217),,(1129!328),,,,,,,,,,,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1355,(1652!448),(186!456),(374!493),(1482!217),,,,,(1615!642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,(1652!448),(185!456),(374!493),(1481!216),(1552!388),(1130!329),,,,(1321!433),,,,,,,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1357,(1653!447),(185!455),(372!493),(1483!214),,(1130!329),(403!839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,(1653!447),(183!455),(373!493),(1478!210),,(1129!329),(403!839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,(1653!447),(185!455),(372!493),(1479!211),(1554!385),(1130!329),(403!839),,,(1322!434),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,,(184!455),(374!491),(1474!208),,(1130!329),(403!839),,,,,,,,,,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1361,(1653!447),(183!455),(374!492),(1473!206),,(1130!329),(403!839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,(1654!447),(185!455),(374!492),(1473!205),,(1130!329),(402!839),,,(1324!441),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,(1654!448),(185!455),(374!492),(1472!204),,(1130!329),(404!840),,,(1323!443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,(1653!448),(185!456),(374!492),,,(1129!329),(402!838),,,(1322!444),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,(1653!448),(185!456),(374!492),(1470!202),(1560!379),(1129!329),(402!838),,,(1323!443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,(1653!448),(185!455),(374!492),(1467!201),,(1130!329),(403!838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,(1654!449),(185!455),(374!492),(1465!198),,(1130!329),(402!839),(268!1160),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,(1655!450),(185!456),(374!492),(1465!199),,(1130!329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,(1657!450),(185!455),(374!492),(1463!196),,(1130!329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,,(185!455),(374!492),(1458!196),,(1130!329),(402!839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,(1657!450),(186!456),(372!493),,,(1130!329),,,(1616!644),(1337!459),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,(1659!452),(186!456),(374!492),(1456!198),(1564!369),(1129!329),,,(1616!644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,(1661!453),(186!456),(374!492),(1455!197),,(1130!329),(402!839),,(1616!644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,,(188!456),(374!492),(1453!196),(1564!367),(1130!329),(400!839),,(1616!644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,(1663!455),(183!454),(374!492),(1455!197),(1564!365),(1130!329),(400!839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,(1666!457),(186!456),(374!492),(1452!197),(1565!365),(1130!329),(400!839),,(1616!644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,(1668!459),(186!456),(374!491),,(1566!364),(1130!329),(400!839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,(1668!460),(189!456),(374!491),(1451!196),,(1130!330),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,(1670!461),(187!456),(374!491),,,(1130!329),(400!838),,,(1338!469),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,(1670!462),(187!456),(374!491),(1451!196),,(1130!329),(400!838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,(1672!463),(187!456),(374!493),(1451!196),,(1130!329),(400!838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,(1673!464),(188!456),(372!494),(1452!197),(1568!358),(1130!329),(400!838),,(1616!645),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,(1674!465),(187!456),(374!492),(1352!147),(1568!357),(1130!329),(400!837),,(1616!645),(1342!476),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,(1675!466),(186!456),(374!493),(1350!146),,(1130!329),(400!837),,(1616!645),,,,,,(1453!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,(1676!466),(186!456),(374!492),,(1569!355),(1130!329),(400!837),,(1616!645),,,,,,(1452!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,(1677!467),(187!456),(374!492),,(1569!354),(1130!329),(400!837),,,,,,,,(1452!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,(1677!469),(186!456),(374!492),,(1569!353),(1130!329),(400!837),,,(1348!483),,,,,(1452!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,(1678!470),(186!456),(374!492),,,(1130!329),,,,,,,,,(1451!197),,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1389,(1678!471),(186!456),(374!492),,,(1130!329),,,(1616!645),(1351!488),,,,,(1453!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,(1678!473),(187!456),(374!492),,(1571!350),(1130!329),(400!837),,,(1351!490),,,,,(1452!197),,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1391,(1679!473),(187!456),(374!492),,(1571!348),(1130!329),,,,,,,,,(1453!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,(1679!474),(187!456),(374!493),,(1572!347),(1130!329),(401!837),,(1616!646),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,(1680!474),(187!456),(374!493),,(1573!345),(1130!329),(400!837),,,(1353!495),,,,,,,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1394,(1680!474),,(374!493),,(1573!345),(1130!330),,,,(1356!496),,,,,(1454!198),,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1395,,(186!456),(374!493),,(1574!343),(1130!330),(400!837),,,,,,,,(1452!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,,(187!456),(374!492),,,(1130!329),(400!837),,,(1359!499),,,,,(1452!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,(1683!474),(188!456),(374!492),(1301!137),,(1130!329),(400!837),,,,,,,,(1452!197),,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1398,(1684!475),(187!456),(374!493),,(1577!335),(1130!329),,,,(1361!502),,,,,(1454!198),,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1399,(1684!476),(187!456),(373!493),,(1577!333),(1130!329),(400!837),,(1616!645),,,,,,(1452!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,(1686!476),(187!456),(372!494),,(1577!334),(1130!329),(400!837),,,(1363!504),,,,,(1451!195),,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1401,(1686!477),(187!456),(373!492),,(1578!331),(1130!329),,,(1616!645),,,,,,(1452!195),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,(1688!477),(187!456),(373!492),,(1578!330),(1130!329),(400!837),,,(1364!507),,,,,(1454!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,(1688!478),(187!456),(371!494),,(1580!328),(1130!329),,(269!1160),,,,,,,(1452!195),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,(1688!479),(187!456),(373!492),,(1581!327),(1130!329),,,,,,,,,(1453!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,(1689!480),(187!456),(374!493),,(1582!325),(1130!329),,,,(1367!512),,,,,(1453!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,(1690!481),(187!456),(374!493),,(1583!324),(1130!329),(400!837),,,(1367!513),,,,,(1452!196),,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1407,(1692!481),(188!456),(374!493),,(1584!322),(1130!329),(400!837),,,(1368!514),,,,,(1454!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,(1691!482),(184!455),(374!493),,(1584!321),(1130!329),,,,,,,,,(1455!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,(1691!482),(187!456),(374!494),,(1584!320),(1130!329),,,(1615!645),,,,,,(1454!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,(1692!483),(187!456),(374!493),,(1584!318),(1130!329),(400!837),,(1615!645),,,,,,(1452!195),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,(1692!483),(187!455),(373!494),(1250!127),,(1130!329),(400!837),,,,,,,,(1452!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,(1694!486),(187!455),(373!494),,(1586!315),(1130!329),(400!837),,,,,,,,(1453!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,(1695!486),(187!455),(374!493),,,(1130!329),(400!837),,,,,,,,(1452!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,(1696!487),(187!456),(372!495),,(1586!312),(1130!329),(400!837),,,,,,,,(1452!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,,(187!456),(372!495),,(1587!312),(1130!329),(400!837),,,,,,,,(1453!198),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,(1698!488),(187!456),(372!494),,(1587!311),(1130!329),(400!837),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,(1698!489),(187!456),(374!492),,(1588!310),(1130!329),(400!837),,,,,,,,(1453!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,(1696!489),(187!456),(374!494),,(1589!309),(1130!329),(400!837),,(1615!645),,,,,,(1453!196),,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1419,(1697!490),(187!456),(374!493),,(1590!307),(1130!329),(400!837),,,(1375!533),,,,,(1453!196),,,,,(89!1002),,,,,,,,,,,,,,,,,,,,,,,
1420,(1698!491),(187!456),(374!493),,,(1130!329),(402!837),,,,,,,,(1453!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,(1698!492),(187!456),(374!493),,,(1130!329),,,,,,,,,(1453!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,(1699!492),(186!456),(374!493),,(1593!303),(1130!329),(402!839),,,(1375!538),,,,,(1455!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,(1699!492),(188!457),(374!492),,,(1130!329),(401!838),,,(1375!539),,,,,(1455!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,(1699!492),(184!454),(374!492),,(1594!302),(1130!329),(401!838),,(1615!645),,,,,,(1455!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,(1700!493),(188!456),(374!493),,,(1130!329),(401!838),,,,,,,,(1455!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,(1700!494),(188!456),(374!494),,(1596!300),(1131!329),,,,(1377!546),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,(1699!495),(185!456),(374!492),,(1596!299),(1131!329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,,(185!456),(373!494),,,(1131!329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,,(184!456),(374!492),,,,(402!837),(269!1161),,(1376!551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,,(184!455),(374!492),,,,,(269!1161),,(1377!553),,,,,(1453!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,,(184!456),(374!493),,(1600!293),(1131!330),,(269!1161),,,,,,,(1453!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,,(184!455),(374!493),,,(1131!330),,,,(1376!557),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,(1701!499),(184!455),(374!493),,,(1131!330),,,(1616!646),(1376!558),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,(1702!499),(184!455),(374!493),,,(1130!330),,(269!1161),,,,,,,(1453!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,(1702!500),(184!455),(374!493),,,(1130!329),,(269!1161),(1616!646),(1375!561),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,,(184!454),(374!493),,,(1130!329),,(269!1161),(1616!646),,,,,,(1453!196),,,,,(90!1002),,,,,,,,,,,,,,,,,,,,,,,
1437,(1703!503),(184!455),(373!493),,,(1130!329),,,,(1378!566),,,,,(1455!198),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,(1705!505),(184!455),(373!493),,(1610!279),(1130!329),,,(1616!646),(1378!569),,(1142!144),,,(1455!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,,(184!455),(373!493),,(1610!278),(1130!329),,,(1616!646),(1379!571),,,,,(1455!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,,(184!455),(373!493),,(1610!279),,,,(1616!646),(1380!574),,(1134!149),,,(1454!197),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,,(186!455),(374!494),,,(1131!329),,,(1616!646),(1381!576),,,,,(1453!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,,(186!455),(374!493),,(1614!273),,,,(1616!646),(1381!579),,,,,(1453!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,,(185!455),(374!493),,(1615!272),(1131!329),,,,,,,,,(1452!196),,,,,(90!1002),,,,,,,,,,,,,,,,,,,,,,,
1444,(1707!514),(185!455),(374!493),,,(1130!329),,,,(1381!584),,,(552!859),,(1452!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,,,(374!493),,,(1130!329),,,,(1380!586),,,,,(1452!196),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,(1708!516),(186!455),(373!493),,,(1130!329),,,(1616!646),,,,,,(1452!196),,,,,(90!1002),,,,,,,,,,,,,,,,,,,,,,,
1447,,(187!455),(373!493),,,(1130!330),,,,(1380!590),,,,,(1452!195),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,,(186!455),(373!493),,,(1130!330),,(269!1161),(1616!646),(1381!592),,,,,(1454!195),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,,(188!456),(373!493),,,(1130!330),,,,(1382!593),,,,,(1454!195),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,,(185!456),(374!493),,,(1130!329),,,,(1382!595),,,,,(1453!195),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,(1709!523),(188!455),(374!493),,,(1130!329),,,,,,(1090!170),,,(1450!194),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,,(189!455),(374!493),,(1622!265),(1130!329),,,,(1382!599),,,,,(1450!194),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,,(187!455),(374!493),,,(1130!329),,,,,,,,,(1450!194),,,,,,,,,,,,,,,,,,,,,,,,,,,,
