frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_35,ID_36,ID_37,ID_38,ID_39
404,(1424!406),(811!527),,(511!1237),(1368!946),,(386!778),(947!509),,(996!1618),(299!1378),(860!2041),(474!1998),(288!1535),(1239!1890),(657!1629),,,,,,,,,(441!474),,,(320!1838),,,,,,,,,,,
405,(1425!406),(812!527),,(513!1240),(1371!950),,(386!778),(942!508),,(996!1617),(295!1377),(863!2043),(474!2001),(289!1535),(1239!1890),(658!1625),,(105!758),,,,,,,(443!475),,,(319!1835),,,,,,,,,,,
406,(1425!406),(812!527),,(514!1241),(1373!955),,(386!778),(938!507),,(1002!1616),(292!1374),(864!2043),(474!2000),(288!1534),(1239!1890),(659!1623),,(102!761),,,,,,,(446!474),,,,,,,,,,,,,,
407,(1425!406),(812!527),,(516!1244),(1375!959),,(385!779),(933!509),,(993!1614),(288!1371),(865!2044),(475!2003),(288!1535),(1239!1890),(660!1618),,(106!721),,,,,,,(448!476),,,(320!1833),(777!272),,,,,,,,,,
408,(1426!406),(812!528),(640!402),(518!1247),(1377!963),,(386!779),(929!508),(309!1823),(999!1612),(282!1368),(867!2044),(475!2003),(289!1535),(1239!1890),(659!1616),,,,,,,,,(448!476),,,(330!1838),(719!226),,,,,,,,,,
409,(1427!405),(812!528),,(519!1249),(1379!967),,(387!779),(926!507),,(990!1610),(278!1365),(867!2046),(472!2005),(289!1535),(1239!1890),(659!1614),,,,,,,(106!743),,(452!476),,,(333!1840),,,,,,,,,,,
410,,(812!527),,(518!1250),(1379!969),,(386!778),(922!505),(300!1826),(990!1609),(277!1364),(868!2048),(475!2006),(289!1535),(1239!1890),(661!1611),,,,,,,(102!764),,(454!475),,,(338!1841),,,,,,,,,,,
411,(1427!402),(812!526),,(519!1253),(1381!971),,(385!778),(919!504),(300!1824),(989!1607),(270!1360),(869!2048),(476!2007),(287!1532),(1239!1890),(661!1607),,,,,,,(105!759),,(454!471),,,(340!1843),,,,,,,,,,,
412,(1422!405),(812!526),,(518!1255),(1383!974),,(385!778),(916!503),(300!1825),(988!1606),(268!1361),(871!2047),(477!2009),(289!1535),(1238!1889),(663!1604),,,,,,,(108!690),,(455!470),,,(345!1847),,,,,,,,,,,
413,,(812!526),,(518!1258),(1385!976),,(384!778),(911!500),(296!1825),(988!1605),(261!1356),(872!2048),(479!2009),(288!1535),(1238!1889),(665!1599),,,,,,,,,(455!470),,,(348!1849),,,,,,,,,,,
414,,(812!527),,(517!1261),(1386!978),,(384!778),(907!499),,(988!1603),(256!1353),(874!2048),(352!1851),(288!1535),(1238!1889),(666!1598),,(105!764),,,,,(107!690),,(455!469),,,(290!1824),,,,,,,,,,,
415,,(812!526),,(517!1263),(1387!979),,(384!778),(903!499),,(988!1603),(252!1351),(874!2049),(289!1824),(287!1535),(1237!1889),(664!1597),,(105!770),,(480!2011),,,(102!736),,(455!469),,,(357!1853),,,,,,,,,,,
416,(1420!408),(812!526),,(515!1265),(1388!980),,(385!778),(900!498),,(999!1604),(249!1347),(875!2049),(284!1819),(290!1536),(1238!1889),(668!1594),,,,(481!2012),,,(102!738),,(457!468),,,(360!1853),,,,,,,,,,,
417,(1422!408),(812!526),,(515!1266),(1389!981),,(385!778),(896!500),,(989!1600),(243!1346),(876!2049),(279!1818),(288!1536),(1238!1889),(669!1591),,,,(482!2012),,,,,(458!468),,,(362!1855),,,,(937!397),,,,,,,
418,(1414!409),(812!527),,(515!1269),(1390!981),,(385!779),(893!501),,(990!1600),,(876!2049),(366!1856),(288!1535),(1238!1889),(670!1588),,,,,,,,,(460!467),,,(483!2015),,,,(936!398),,,,,,,
419,,(812!527),,(514!1271),(1390!981),,(385!778),(891!500),,(990!1599),,(876!2049),(485!2018),(289!1535),(1238!1889),(671!1584),,(105!766),,,,,,,(461!467),,,,,,,(935!398),,,,,,,
420,,(813!527),,(512!1274),(1390!981),,(386!779),(890!497),(264!1808),(990!1597),,(877!2049),(488!2020),(289!1535),(1239!1889),(670!1581),(105!803),(102!777),,,,,,,(463!467),,,,,,,(934!397),,,,,,,
421,(1429!412),(813!527),,(512!1275),(1391!981),,(385!779),(889!497),(261!1805),(991!1594),(231!1341),(877!2049),(489!2021),(289!1535),(1239!1889),(670!1580),(102!753),(103!775),,,,,,,(465!467),,,,,,,(932!397),,,,,,,
422,,(813!527),,(513!1278),(1391!981),,(385!779),(889!499),(258!1799),(991!1593),(227!1338),(877!2049),(491!2022),(288!1535),(1239!1889),(671!1576),,,,,,,,,(466!467),,,,,,,(929!397),,,,,,,
423,,(813!527),,(513!1281),(1391!981),,(386!779),(889!499),(255!1794),(991!1593),(227!1335),(876!2049),(494!2023),(289!1536),(1239!1889),(671!1572),,(102!769),,,,,,,(467!468),,,,,,,(921!398),,,,,,,
424,,(813!527),,(513!1285),(1391!981),,(385!778),(889!499),(383!1872),(990!1603),(227!1332),(876!2049),(497!2025),(289!1535),(1238!1889),(671!1568),,(108!702),,,,,,,(469!468),,,,,,,(922!398),,,,,,,
425,(1432!415),(812!527),,(514!1287),(1391!981),,(385!778),(888!498),(388!1875),(991!1591),(230!1331),(876!2049),(502!2024),(288!1535),(1238!1889),(673!1565),,,,,,,,,(471!467),,,,,,,(920!399),,,,,,,
426,(1431!416),(813!527),,(515!1288),(1391!981),,(385!778),(888!498),(389!1879),(991!1591),(232!1325),(876!2049),(506!2028),(288!1535),(1237!1889),(674!1563),,,,,,(244!1778),,,(474!467),,,,,,,(922!399),,,,,,,
427,,(812!526),,(516!1292),(1390!981),,(384!778),(888!497),(393!1882),(990!1591),(231!1322),(876!2049),(508!2028),(288!1535),(1238!1889),(675!1562),,,,,,(237!1775),(102!740),,(476!467),,,,,,,(919!399),,,,,,,
428,,(812!527),,(518!1293),(1390!981),,,(888!498),(394!1885),(989!1589),(233!1318),(876!2049),(512!2030),(288!1535),(1237!1889),(675!1559),,,,,,,(102!738),,(478!468),,,,,,,(918!399),,,,,,,
429,,(812!527),,(519!1296),(1390!981),,(386!778),(888!498),(232!1765),(989!1589),(233!1315),(876!2049),(396!1891),(288!1535),(1237!1889),(675!1555),,,,,,,,,(479!469),,,,,,,(917!399),,,,,,,
430,(1429!415),(812!527),,(521!1300),(1390!982),,(384!778),(888!498),(231!1761),(988!1588),(233!1312),(877!2048),(399!1896),(288!1535),(1237!1889),(674!1552),,,,(519!2032),,,,,(482!470),(108!698),,,,,,(917!399),,,,,,,
431,(1430!415),(812!527),,(524!1301),(1391!982),,(384!778),(888!498),(232!1749),(999!1591),(235!1308),(880!2045),(397!1900),(288!1535),(1238!1889),(673!1551),(105!778),,,(521!2034),,,,,(482!470),(107!702),,,,,,(916!399),,,,,,,
432,,(812!527),,(525!1305),(1408!1001),,(384!779),(888!498),,(989!1586),(236!1303),(884!2046),(230!1741),(289!1535),(1238!1889),(674!1549),,,,(525!2038),,,,,(484!472),,,,,,,(916!398),,,,,,,
433,,(812!527),,(525!1308),(1425!1026),,(385!779),(889!498),,(989!1586),(237!1300),(888!2046),(230!1737),(289!1535),(1238!1890),(675!1544),,,,(528!2040),,,(103!753),,(486!473),,,,,,,(915!398),(399!1908),,,,,,
434,,(812!527),,(526!1312),(1436!1051),,(385!779),(889!497),,(988!1585),(238!1295),(890!2047),(231!1730),(288!1535),(1238!1889),(676!1543),,,,(531!2042),,,,,(486!474),,,,,,,(918!398),(398!1912),,,,,,
435,,(813!527),,(528!1314),(1439!1072),,(385!779),(889!498),,(987!1584),(237!1288),(890!2047),(230!1721),(289!1535),(1238!1889),(676!1539),,,,(534!2042),,,,,(487!474),,,,,,,(910!399),(399!1917),,,,,,
436,,(813!527),,(527!1317),(1431!1084),,(385!779),(889!499),,(987!1583),(237!1284),(891!2047),(231!1719),(288!1535),(1238!1889),(676!1536),(103!806),,,(537!2043),,,,,(488!475),,,,,,,(908!399),(400!1921),,,,,,
437,,(813!526),,(528!1320),(1431!1080),,(385!779),(889!498),,(986!1582),(238!1281),(893!2048),(234!1711),(288!1535),(1238!1889),(676!1534),,,,(399!1921),,,,,(488!475),,,,,,,(906!399),,,,,,,
438,,(812!527),,(529!1322),(1430!1079),,(385!779),(889!498),,(986!1581),(239!1275),(895!2047),(236!1705),(288!1535),(1238!1889),(677!1534),,,,(400!1928),,,,,(488!475),,,(540!2044),,,,(904!400),,,,,,,
439,,(812!527),,(531!1324),(1426!1083),,(385!779),(889!497),,(985!1580),(238!1268),(898!2046),(235!1697),(288!1535),(1238!1889),(676!1529),(102!821),,,(399!1930),,,,,(488!476),,,(542!2046),,,,(902!400),,,,,,,
440,(1430!415),(812!527),(655!395),(533!1327),(1431!1081),,(385!779),(888!497),,(985!1579),(239!1264),(902!2044),(234!1693),(288!1535),(1237!1889),(677!1527),(107!705),,,(401!1937),,,,,(489!476),,,(544!2046),,,,(902!400),,,,,,,
441,(1430!413),(812!527),,(533!1328),(1431!1081),,(385!779),(888!497),,(985!1578),(237!1259),(903!2041),(235!1685),(288!1534),(1237!1889),(675!1527),,,,(402!1940),,,,,(488!476),,,(546!2048),,,,(899!400),,,,,,,
442,,(812!525),,(536!1331),(1431!1081),,(384!779),(888!497),,(984!1577),(234!1255),(907!2040),(236!1677),(288!1535),(1237!1890),(675!1519),,,,(405!1945),,,(105!743),,(488!476),(105!774),,(545!2049),,,,,,,,,,,
443,,(812!525),(659!397),(537!1333),(1430!1081),,(384!779),(888!498),,(987!1576),(232!1251),(910!2037),(240!1671),(288!1535),(1237!1889),(675!1517),,,,(405!1950),,,(104!743),,(488!477),(105!795),,(547!2053),,(905!207),,,,,,,,,
444,,(812!527),(660!397),(539!1335),(1432!1081),,(385!778),(888!497),,(985!1576),(229!1248),(911!2037),(242!1667),(288!1535),(1238!1889),(675!1514),,,,(407!1953),,,,,(489!477),,,(547!2053),,(907!207),,(892!400),,,,,,,
445,,(812!527),(890!400),(540!1338),(1432!1081),,(385!778),(888!497),,(985!1575),(228!1244),(914!2038),(245!1659),(288!1535),(1238!1890),(675!1510),,,,(407!1956),,,,,(489!477),(105!805),,(547!2052),,(779!272),,,,,,,,,
446,(1429!409),(812!526),,(542!1341),(1433!1081),,(384!778),(888!498),,(985!1575),(227!1239),(916!2036),(249!1651),(288!1535),(1238!1890),(671!1509),,,,(407!1960),,,,,(489!477),,,(547!2053),,,,,,,,,,,
447,(1430!409),(813!526),,(543!1344),(1433!1081),,(385!779),(889!497),,(985!1575),(225!1235),(917!2036),(248!1647),(289!1535),(1238!1890),(672!1505),,(108!691),,(410!1965),,,,,(489!478),,,(546!2052),,,,,,,,,,,
448,(1429!410),(813!526),,(543!1346),(1434!1081),,(386!779),(889!498),,(986!1575),(222!1231),(920!2035),(250!1638),(289!1535),(1238!1890),(673!1501),,(105!752),,(410!1968),,,,,(489!477),,,(546!2051),,,,(883!402),,,,,,,
449,,(813!527),,(543!1350),(1433!1081),,(386!779),(889!498),,(985!1575),(221!1231),(922!2034),(254!1630),(289!1535),(1238!1891),(671!1500),,,,(409!1972),,,,,(489!479),,,(546!2050),,,,(880!402),,,,,,,
450,,(813!527),,(543!1351),(1434!1081),,(385!779),(889!497),,(985!1574),(218!1228),(923!2033),(257!1624),(289!1535),(1238!1891),(672!1498),,(102!768),,(409!1977),,,,,(489!479),,,(546!2052),,,,(878!402),,,,,,,
451,,(813!527),,(546!1354),(1433!1081),,(385!779),(889!497),,(987!1574),(211!1222),(927!2032),(257!1619),(289!1535),(1238!1891),(672!1495),,,,(411!1980),,,,,(489!478),,,(545!2051),,,,(879!400),,,,,,,
452,,(812!526),,(548!1357),(1427!1083),,(386!779),(888!497),,(985!1574),(210!1218),(929!2030),(261!1613),(289!1535),(1238!1891),(672!1493),,,,(412!1983),,,,,(489!478),,,(544!2052),,,,(878!399),,,,,,,
453,,(812!526),,(549!1358),(1433!1081),,(384!779),(888!498),,(983!1572),(206!1213),(931!2029),(263!1606),(288!1535),(1238!1891),(670!1489),,,,(412!1988),,,,,(489!478),,,(542!2051),,,,(872!400),,,,,,,
454,(1428!405),(812!526),,(552!1360),(1433!1081),,(385!779),(888!498),,(984!1571),(205!1209),(934!2026),(264!1601),(288!1535),(1238!1891),(669!1486),,,,(414!1991),,,,,(489!478),,,(542!2051),,,,,,,,,,,
455,,(812!526),,(554!1362),(1433!1081),,(384!779),(891!498),,(982!1570),(202!1207),(938!2025),(265!1594),(288!1534),(1238!1890),(669!1484),,,,(416!1991),,,,,(488!478),,,(543!2052),,,,,,,,,,,
456,(1427!407),(812!527),,(555!1364),(1433!1083),,(385!779),(888!497),,(983!1570),(202!1202),(939!2026),(267!1586),(288!1535),(1238!1891),(668!1481),,,,(418!1995),,,,,(489!479),,,,,,,,,,,,,,
457,,(812!527),,(558!1366),(1433!1082),,(384!779),(888!497),,(981!1569),(197!1197),(941!2022),(269!1579),(288!1535),(1238!1890),(667!1477),,,,(421!1997),,,,,(489!479),,,(544!2055),,,(667!396),,,,,,,,
458,,(812!526),,(559!1369),(1432!1083),,(385!779),(888!498),,(981!1568),(195!1196),(942!2021),(271!1575),(288!1535),(1238!1891),(667!1474),,,,(427!1999),,,,,(488!478),(104!793),,,,,,(856!403),,,,,,,
459,,(812!527),,(560!1372),(1432!1083),,(385!779),(892!499),,(981!1569),(193!1191),(946!2021),(273!1570),(289!1535),(1238!1891),(668!1470),,,,(432!2000),,,,,(488!478),,,,,,,(855!403),,,,,,,
460,,(813!527),,(563!1375),(1433!1082),,(386!779),(890!497),,(983!1568),(190!1189),(949!2020),(274!1566),(289!1535),(1239!1891),(667!1468),,(101!762),,(434!2002),,,,,(490!478),,,,,,,,,,,,,,
461,,(813!527),,(564!1376),(1434!1081),,(386!779),(892!499),,(981!1567),(189!1186),(952!2018),(275!1563),(289!1535),(1239!1891),(669!1467),(105!703),(102!761),,(439!2000),,,,,(490!479),(106!783),,,,,,,,,,,,,
462,,(813!527),,(564!1376),(1434!1081),,(386!779),(889!499),,(981!1565),(187!1183),(953!2018),(275!1563),(289!1535),(1238!1891),(670!1463),,(106!786),,(445!2002),,,,,(488!478),,,,,,,,,,,,,,
463,(1420!406),(813!527),,(565!1378),(1434!1081),,(385!779),(889!497),,(980!1565),(189!1179),(954!2016),(275!1562),(289!1535),(1239!1890),(669!1460),,,,(447!2001),,,,,(488!478),,,,,,,,,,,,,,
464,,(813!527),,(568!1380),(1434!1082),,(386!779),(889!499),,(980!1564),(190!1177),(955!2015),(275!1562),(289!1535),(1239!1891),(668!1455),,,,(451!2002),,,,,(489!478),,,,,,,(855!400),,,,,,,
465,(1417!407),(813!527),,(569!1381),(1433!1081),,(385!779),(889!499),,(980!1563),(191!1174),(956!2013),(277!1561),(289!1535),(1239!1890),(667!1452),,,,(453!2004),,,,,(489!478),(108!783),,,,,,(859!400),,,,,,,
466,(1415!407),(812!526),,(570!1384),(1432!1083),,(385!779),(888!497),,(978!1562),(191!1171),(958!2011),(275!1561),(289!1535),(1238!1890),(667!1448),,,,(455!2007),,,,,(489!479),(101!761),,,,,,,,,,,,,
467,(1413!408),(812!526),,(573!1386),(1431!1078),,(385!779),(888!497),,(978!1561),(196!1169),(961!2010),(275!1561),(288!1535),(1238!1890),(667!1445),,,,(461!2008),,,,,(489!479),,,,(716!227),,,(844!400),,,,,,,
468,(1414!405),(812!526),,(575!1387),(1430!1074),,(385!779),(889!499),,(977!1560),(196!1168),(964!2009),,,(1238!1890),(666!1443),,,,(465!2010),,,,,(485!476),,,,(847!400),,,,,,,,,,
469,(1414!404),(812!527),,(576!1387),(1429!1072),,(385!779),(889!499),,(976!1560),(199!1164),(966!2009),,,(1238!1890),(665!1440),,,,(469!2011),,,,,(491!480),,,,(848!399),,,,,,,,,,
470,(1413!406),(812!527),,(580!1387),(1427!1070),,(385!779),(890!497),,(974!1559),(198!1162),(967!2008),,,(1238!1890),(666!1436),,,,,,,,,(492!481),,(108!677),,,,,,,,,,,,
471,(1413!406),(812!527),,(581!1389),(1427!1067),,(385!779),(890!497),,(975!1558),(198!1163),(969!2010),,,(1238!1890),(666!1433),,,,(478!2017),,,,,(494!482),,(104!752),,,,,,,,,,,,
472,(1415!403),(813!527),,(583!1390),(1430!1063),,(385!779),(889!498),,(974!1558),(199!1161),(971!2010),(276!1560),(288!1536),(1238!1891),(667!1431),,,,(483!2016),,,,,(495!482),,(104!814),,,,,,,,,,,,
473,(1412!407),(813!527),,(584!1392),(1435!1057),,(386!779),(889!499),,(974!1557),(199!1154),(973!2010),,,(1238!1890),(668!1429),(109!672),,,(482!2020),,,,,(494!483),,(105!766),,,,,,,,,,,,
474,(1412!408),(813!528),,(586!1392),(1432!1058),,(386!780),(890!499),,(974!1556),(200!1153),(974!2009),,,(1238!1890),(668!1426),,,,(488!2025),,,,,,,(103!764),,,,,,,,,,,,
475,(1411!409),(813!528),,(588!1393),,,(386!779),(889!499),,(974!1555),,(976!2009),,,(1238!1890),(668!1422),(109!691),(104!796),,(491!2025),,,(107!726),,(500!486),,(105!746),,,,(690!397),(831!401),,,,,,,
476,(1412!409),(813!527),,(588!1396),(1439!1049),,(386!780),(889!498),,(974!1555),(203!1144),(978!2008),,(285!1545),(1238!1890),(666!1419),,,,(494!2028),,,,,,,(104!797),,,,(502!489),,,,,,,,
477,(1412!408),(813!526),,(590!1398),(1436!1047),,(385!780),(889!498),,(972!1554),(204!1144),(980!2008),,(301!1536),(1239!1888),(666!1416),,,,(496!2030),,,,,,,,(556!2075),,(691!397),(503!492),(821!403),,,,,,,
478,(1411!408),(813!526),,(589!1399),(1434!1045),,(385!779),(891!499),,(971!1553),(205!1140),(982!2009),(347!1530),(289!1534),(1239!1888),(667!1414),,,,(492!2030),,,,,,,,,,(691!397),(504!493),(819!402),,,,,,,
