frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_48,ID_49,ID_50,ID_51,ID_52,ID_53,ID_54,ID_55,ID_56,ID_57,ID_58,ID_59,ID_60,ID_61,ID_62,ID_63,ID_64,ID_65,ID_66,ID_67,ID_68,ID_69,ID_70,ID_71,ID_72,ID_73,ID_74,ID_75,ID_76,ID_77,ID_78,ID_79,ID_80,ID_81,ID_82,ID_83,ID_84,ID_85,ID_86,ID_87,ID_88,ID_89,ID_90,ID_91,ID_93,ID_94,ID_95,ID_96,ID_97,ID_98,ID_99,ID_100,ID_101,ID_102,ID_103,ID_104,ID_105,ID_106,ID_107,ID_108,ID_109,ID_111
9086,(94!1365),(1316!918),,,(362!920),(194!980),,,,,,,,,(885!1827),,(1387!143),(766!1177),,,,(398!672),,,,,,,(917!198),,,,,(523!1864),,,,,,(171!1839),(1119!610),,,,,,,,,,,(170!432),,,,,,,,(103!1678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,(94!1366),(1317!918),,,(362!920),(193!980),,,,,,,,,(885!1827),,,(766!1176),,,,(398!670),,,,,,,(917!198),,,,,(521!1864),,,,,,(171!1839),(1120!610),,,,,,,,,,,(168!430),,,,,,,,(104!1678),,,,,,(58!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9088,(94!1366),(1317!918),,,(362!920),(193!980),,,,,,,,,(885!1827),(1406!161),,(766!1176),,,,(399!670),,,,,,,(917!198),,,,,(520!1865),,,,,,(171!1839),(1119!609),,,,,,,,,,,(166!431),,,,,,,,(105!1678),,,,,,(58!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,(94!1366),(1317!916),,,(362!920),(193!981),,,(1001!805),,,,,,(885!1827),(1406!157),(1387!143),(766!1176),,,,(398!671),,,,,,,(920!198),,,,,(518!1865),,,,,,(172!1839),(1119!609),,,,,,,,,,,(164!431),,,,,,,,(104!1677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9090,(93!1366),(1316!916),,,(362!920),(193!980),,,,,,,,,(885!1827),(1405!160),,(766!1177),,,,(398!672),,,,,,,(918!198),,,,,(517!1867),,,,,,(172!1839),(1119!608),,,,,,,,,,,,,,,,,,,(105!1678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9091,(94!1366),(1317!915),,,(362!920),(193!981),,,(1003!803),,,,,,(885!1827),(1406!160),(1388!144),(766!1177),,,,(398!671),,,,,,,(920!197),,,,,(515!1867),,,,,,(172!1839),(1119!609),,,,,,,,,,,(160!432),,,,,,,,(103!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9092,(94!1366),(1316!914),,,(362!920),(195!982),,,,,,,,,(885!1827),(1405!159),(1388!144),(766!1177),,,,(398!672),,,,,,,(920!197),,,,,(513!1868),,,,,,(172!1839),(1119!608),,,,,,,,,,,(158!431),,,,,,,,(103!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9093,(94!1366),(1316!914),,,(362!920),(193!981),,,(1005!801),,,,,,(885!1827),,,(765!1176),,,,(398!671),,,,,,,(918!198),,,,,(512!1869),,,,,,,(1119!609),,,,,,,,,,,(157!432),,,,,,,,(104!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094,(94!1366),(1316!913),,,(362!920),(193!981),,,(1007!799),,,,,,(885!1827),,,(765!1176),,,,(399!671),,,,,,,(918!198),,,,,(511!1869),,,,,,,(1119!609),,,,,,,,,,,,,,,,,,,(103!1678),,(172!1838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9095,(94!1366),(1315!913),,,(362!920),(195!981),,,(1008!798),,,,,,(885!1827),(1388!138),(1402!140),(766!1177),,,,(399!671),,,,,,,(918!198),,,,,(509!1869),,,,,,,(1119!609),,,,,,,,,,,(155!432),,,,,,,,(104!1678),,(169!1837),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9096,(93!1366),(1315!912),,,(362!920),(195!981),,,(1010!796),,,,,,(885!1827),,(1402!140),(765!1176),,,,(399!671),,,,,,,(918!198),,,,,(507!1870),,,,,,,(1119!609),,,,,,,,,,,(155!432),,,,,,,,(103!1679),,(170!1837),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9097,(93!1367),(1315!912),,,(362!920),(195!982),,,(1012!796),,,,,,(885!1827),(1404!158),(1388!143),(765!1177),,,,(399!671),,,,,(68!1034),,(918!198),,,,,(506!1870),,,,,,,(1119!610),,,,,,,,,,,(154!432),,,,,,,,(104!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9098,(93!1367),(1315!911),,,(362!920),(195!982),,,(1014!795),,,,,,(885!1827),,(1388!143),(765!1176),,,,(399!671),,,,,,,(918!198),,,,,(505!1871),,,,,,,(1119!610),,,,,,,,,,,(152!432),,,,,,,,(103!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9099,(94!1367),(1315!912),,,(362!920),(195!982),,,(1015!794),,,,,,(885!1827),,,(765!1177),,,,(399!671),,,,,(68!1034),,(917!199),,,,,(504!1871),,,,,,,(1119!609),,,,,,,,,,,(149!431),,,,,,,,(102!1680),,(171!1836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9100,(93!1367),(1314!912),,,(362!920),(193!981),,,(1017!793),,,,,,(885!1827),,,(766!1177),,,,(399!671),,,,,,,(917!199),,,,,(503!1871),,,,,,,(1119!609),,,,,,,,,,,(151!429),,,,,,,,(103!1680),,(56!1687),,,,(65!1655),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9101,(93!1368),(1314!912),,,(362!920),(194!982),,,(1018!792),,,,,,(885!1827),,,(765!1177),,,,(399!671),,,,,,,(918!198),,,,,(501!1871),,,,,,,(1120!609),,,,,,,,,,,,,,,,,,,(102!1680),,(60!1674),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9102,(93!1368),(1314!912),,,(362!920),(194!982),,,(1019!790),,,,,,(885!1827),(1406!159),,(765!1177),,,,(399!671),,,,,,,(918!198),,,,,(501!1871),,,,,,,(1120!610),,,,,,,,,,,(146!429),,,,,,,,(102!1680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9103,(93!1369),(1314!912),,,(362!920),(194!982),,,(1020!790),,,,,,(885!1827),,,(765!1176),,,,(399!671),,,,,,,(917!198),,,,,(500!1870),,,,,,,(1120!609),,,,,,,,,,,(144!427),,,,,,,,(102!1680),,(55!1683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9104,(92!1370),(1313!912),,,(362!920),(194!981),,,(1020!789),,,,,,(885!1827),,,(765!1176),,,,(398!671),,,,,(68!1034),,(918!198),,,,,(499!1870),,,,,,,(1119!609),,,,,,,,,,,,,,,,,,,(104!1679),,(59!1675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9105,(92!1369),(1313!911),,,(362!920),(194!981),,,(1023!788),,,,,,(885!1827),,,(765!1177),,,,(399!671),,,,,,,(918!198),,,,,(498!1869),,,,,,,(1119!609),,,,,,,,,,,,,,,,,,,(103!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9106,(92!1369),(1312!911),,,(362!920),(194!982),,,(1024!788),,,,,,(885!1827),,,(765!1177),,,,(399!671),,,,,,,(918!198),,,,,(497!1867),,,,(165!1831),,,(1120!609),,,,,,,,,,,,,,,,,,,(103!1680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9107,(92!1369),(1313!911),,,(362!920),(194!982),,,(1025!787),,,,,,(885!1827),,(1389!146),(765!1177),,,,(398!671),,,,,,,(918!198),,,,,(495!1867),,,,(163!1830),,,(1119!609),,,,,,,,,,,,,,,,,,,(104!1680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9108,(93!1369),(1312!910),,,(362!920),(194!982),,,(1027!786),,,,,,(885!1827),,,(765!1177),,,,(398!671),,,,,,,(918!198),,,,,(494!1866),,,,,,,(1119!609),,,,,,,,,,,,,,,,,,,(104!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9109,(93!1370),(1311!909),,,(362!920),(194!982),,,(1027!785),,,,,,(885!1827),,,(765!1177),,,,(398!671),,,,,,,(918!198),,,,,(493!1866),,,,(164!1833),,,(1119!609),,,,,,,,,,,(135!426),,,,,,,,(102!1680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9110,(93!1370),(1311!910),,,(362!920),(195!982),,,,,,,,,(885!1827),,,(765!1177),,,,(398!672),,,,,,,(918!198),,,,,(491!1865),,,,(163!1833),,,(1119!609),,,,,,,,,,,(135!426),,,,,,,,(103!1680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9111,(92!1370),(1311!910),,,(362!920),(194!982),,,(1032!785),,,,,,(885!1827),,(1388!147),(766!1177),,,,(398!671),,,,,(68!1033),,(918!198),,,,,(490!1865),,,,(161!1833),,,(1119!609),,,,,,,,,,,,,,,,,,,(102!1680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9112,(92!1372),(1310!911),,,(362!920),(194!982),,,,,,,,,(885!1827),,,(766!1177),,,,(399!672),,,,,,,(918!198),,,,,(489!1864),,,,,,,(1119!609),,,,,,,,,,,(131!426),,,,,,,,(103!1680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9113,(92!1372),(1310!910),,,(362!920),(195!982),,,,,,,,,(885!1827),,,(765!1177),,,,(399!672),,,,,,,(918!198),,,,,(487!1863),,,,(158!1831),,,(1119!609),,,,,,,,,,,,,,,,,,,(104!1679),,(60!1677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9114,(92!1372),(1310!911),,,(362!920),(194!982),,,,,,,,,(885!1827),,,(765!1177),,,,(399!672),,,,,,,(917!198),,,,,(485!1864),,,,,,,(1119!609),,,,(1407!210),,,,,,,(129!424),,,,,,,,(103!1679),,(158!1832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9115,(91!1373),(1309!910),,,(362!920),(194!982),,,,,,,,,(885!1827),,,(765!1177),,,,(399!672),,,,,,,(917!198),,,,,(484!1864),,,,,,,(1120!609),,,,,,,,,,,(126!424),,,,,,,,(103!1679),,(157!1831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9116,(91!1373),(1309!910),,,(362!920),(194!982),,,(1041!778),,,,,,(885!1827),,,(765!1177),,,,(398!672),,,,,,,(918!198),,,,,(482!1864),,,,,,,(1119!609),,,,,,,,,,,,,,,,,,,(103!1679),,(157!1830),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9117,,(1308!910),,,(362!920),(194!982),,,(1042!777),,,,,,(885!1827),,,(765!1177),,,,(399!672),,,,,,,(918!198),,,,,(480!1865),,,,,,,(1120!608),,,,,,,,,,,,,,,,,,,(104!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9118,,(1308!911),,,(362!920),(194!982),,,(1045!777),,,,,,(885!1827),,,(765!1177),,,,(399!672),,,,,,,(918!198),,,,,(479!1864),,,,(153!1829),,,(1120!609),,,,,,,,,,,(122!423),,,,,,,,(104!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,(89!1374),(1307!911),,,(362!920),(194!982),,,(1045!775),,,,,,(885!1827),,,(765!1176),,,,(399!672),,,,,,,(918!198),,,,,(477!1864),,,,(152!1828),,,(1120!608),,,,,,,,,,,(122!421),,,,,,,,(102!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9120,(89!1375),(1307!912),,,(362!920),(194!982),,,(1047!775),,,,,,(885!1827),,,(765!1177),,,,(399!672),,,,,,,(918!198),,,,,(476!1863),,,,(151!1827),,,(1120!608),,,,,,,,,,,(120!420),,,,,,,,(102!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9121,(88!1374),(1307!913),,,(362!920),(194!982),,,(1050!773),,,,,,(885!1827),,,(765!1177),,,,(400!673),,,,,,,(918!198),,,,,(475!1863),,,,,,,(1120!609),,,,(1405!210),,,,,,,(121!420),,,,,,,,(103!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9122,(88!1375),(1307!913),,,(362!920),(195!982),,,,,,,,,(885!1827),,,(765!1177),,,,(400!672),,,,,,,(918!198),,,,,(473!1864),,,,(148!1823),,,(1119!609),,,,(1405!210),,,,,,,,,,,,,,,(104!1676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9123,(88!1374),(1305!914),,,(362!920),(194!982),,,(1055!773),,,,,,(885!1827),,,(765!1177),,,,(400!672),,,,,,,(918!198),,,,,(471!1864),,,,(148!1825),,,(1119!609),,,,(1387!147),,,,,,,,,,,,,,,(105!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9124,(87!1373),(1305!914),,,(362!920),(194!982),,,,,,,,,(885!1827),,,(765!1177),,,,(399!672),,,,,,,(918!198),,,,,(470!1865),,,,(146!1824),,,(1119!609),,,,(1389!146),,,,,,,,,,,,,,,(104!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9125,(86!1374),(1304!915),,,(362!920),(194!982),,,,,,,,,(885!1827),,,(765!1177),,,,(400!673),,,,,,,(918!198),,,,,(469!1865),,,,(145!1821),,,(1119!609),,,,(1389!146),,,,,,,,,,,,,,,(105!1679),,,,,,(58!1682),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9126,(86!1373),(1303!915),,,(362!920),(194!982),,,(1060!769),,,,,,(885!1827),,,(765!1176),,,,(400!673),,,,,,,(918!198),,,,,(468!1864),,,,(144!1821),,,(1119!609),,,,(1389!147),,,,,,,,,,,,,,,(105!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9127,(87!1373),(1303!915),,,(362!920),(194!982),,,,,,,,,(885!1827),,,(766!1177),,,,(400!672),,,,,,,(918!198),,,,,(467!1865),,,,(144!1823),,,(1119!608),,,,(1388!143),,,,,,,(117!425),,,,,,,,(103!1680),,,,,,(59!1683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9128,(87!1372),(1302!917),,,(362!920),(194!982),,,,,,,,,(885!1827),,,(765!1177),,,,(399!672),,,,,,,(917!198),,,,,(466!1866),,,,(144!1823),,,(1119!608),,,,(1405!210),,,,,,,(118!425),,,,,,,,(104!1679),,,,,,(58!1683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9129,(86!1372),(1301!918),,,(362!920),(194!982),,,,,,,,,(884!1827),,,(765!1177),,,,(400!673),,,,,,,(918!198),,,,,(465!1866),,,,(142!1822),,,(1119!609),,,,(1405!212),,,,,,,,,,,,,,,(104!1679),,,,,,(59!1680),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9130,(88!1371),(1301!917),,,(362!920),(194!982),,,(1066!766),,,,,,(884!1827),,(1388!143),(765!1177),,,,(399!672),,,,,,,(918!198),,,,,(463!1865),,,,(138!1821),,,(1119!609),,,,(1405!210),,,,,,,(117!429),,,,,,,,(103!1679),,,,,,(56!1689),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9131,(86!1370),(1300!919),,,(362!920),(195!982),,,(1070!762),,,,,,(884!1827),,,(765!1177),,,,(400!672),,,,,,,(918!198),,,,,(462!1867),,,,(136!1819),,,(1119!609),,,,(1389!143),,,,,,,,,,,,,,,(104!1679),,,,,,(64!1648),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9132,(85!1371),(1300!919),,,(362!920),(195!982),,,(1072!760),,,,,,(885!1827),,,(765!1177),,,,(400!671),,,,,,,(917!198),,,,,(461!1866),,,,(134!1818),,,(1119!609),,,,(1388!145),,,,,,,(114!434),,,,,,,,(104!1679),,,,,,(64!1649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9133,(84!1369),(1300!919),,,(362!920),(196!982),,,(1074!760),,,,,,(885!1827),,,(766!1177),,,,(399!672),,,,,,,(918!198),,,,,(460!1867),,,,,,,(1119!609),,,,,,,,,,,(116!433),,,,,,,,(102!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9134,(84!1369),(1298!918),,,(362!920),(195!982),,,,,,,,,(885!1827),,(1388!144),(765!1177),,,,(399!672),,,,,,,(918!198),,,,,(459!1866),,,,,,,(1119!608),,,,,,,,,,,(111!440),,,,,,,,(103!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9135,(84!1368),(1296!919),,,(362!920),(195!983),,,(1080!757),,,,,,(885!1827),,(1390!145),(765!1177),,,,(400!671),,,,,,,(918!198),,,,,(458!1866),,,,(131!1817),,,(1119!609),,,,,,,,,,,(111!443),,,,,,,,(104!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9136,(83!1368),(1295!919),,,(362!920),(196!983),,,,,,,,,(885!1827),,(1390!145),(765!1177),,,,(400!671),,,,,,,(918!198),,,,,(456!1866),,,,,,,(1119!609),,,,,,,,,,,,,,,,,,,(104!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9137,(83!1366),(1295!921),,,(362!920),(196!983),,,,,,,,,(885!1827),,,(766!1177),,,,(399!671),,,,,,,(918!198),,,,,(454!1865),,,,,,,(1119!608),,,,,,,,,,,,,,,,,,,(105!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9138,(83!1366),(1294!921),,,(362!920),(196!983),,,(1085!753),,,,,,(885!1827),,,(766!1177),,,,(400!672),,,,,,,(918!198),,,,,(451!1865),,,,(127!1815),,,(1119!609),,,,,,,,,,,,,,,,,,,(104!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9139,(82!1365),(1293!922),,,(362!920),(196!983),,,,,,,,,(884!1827),,,(765!1177),,,,(400!671),,,,,,,(918!198),,,,,(451!1865),,,,(126!1815),,,(1119!609),,,,,,,,,,,,,,,,,,,(103!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9140,(82!1365),(1294!923),,,(362!920),(196!982),,,(1087!751),,,,,,(885!1827),,,(765!1177),,,,(400!671),,,,,,,(918!198),,,,,(449!1866),,,,,,,(1119!609),,,,,,,,,,,(107!452),,,,,,,,(103!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9141,(82!1364),(1293!923),,,(362!920),(197!983),,,(1086!753),,,,,,(884!1827),,,(765!1177),,,,(400!672),,,,,,,(918!198),,,,,(448!1865),,,,(123!1812),,,(1119!608),,,,(1388!144),,,,,,,(106!453),,,,,,,,(102!1678),,,,,,(58!1689),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9142,(82!1363),(1293!923),,,(362!920),(197!982),,,(1086!753),,,,,,(885!1827),,,(765!1176),,,,(399!671),,,,,,,(918!198),,,,,(447!1865),,,,,,,(1119!608),,,,(1388!143),,,,,,,(107!454),,,,,,,,(105!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9143,(83!1363),(1292!924),,,(362!920),(197!982),,,,,,,,,(884!1826),,,(765!1176),,,,(399!671),,,,,,,(920!196),,,,,(446!1864),,,,,,,(1119!608),,,,(1387!143),,,,,,,,,,,,,,,(104!1679),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9144,(83!1364),(1291!925),,,(362!920),(197!982),,,,,,,,,(885!1827),(1407!207),,(765!1177),,,,(399!671),,,,,,,(918!198),,,,,(445!1865),,,,,,,(1119!607),,,,(1389!143),,,,,,,(104!458),,,,,,,,(104!1679),,,,,,(58!1689),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9145,(84!1364),(1289!927),,,(362!920),(198!982),,,(1087!751),,,,,,(885!1826),,,(766!1176),,,,(398!670),,,,,,,(918!198),,,,,(444!1866),,,,,,,(1119!608),,,,,,,,,,,(103!459),,,,,,,,(104!1679),,,,,,(119!1814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9146,(79!1363),(1288!928),,,(362!920),(197!981),,,(1088!751),,,,,,(885!1826),,,(766!1176),,,,(398!670),,,,,,,(918!198),,,,,(445!1866),,,,,,,(1118!608),,,,,,,,,,,(103!461),,,,,,,,(103!1678),,,,,,(119!1814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9147,(87!1364),(1287!929),,,(362!920),(198!982),,,(1089!749),,,,,,(885!1826),,,(765!1176),,,,(398!670),,,,,,,(918!198),,,,,(443!1865),,,,,,,(1119!609),,,,,,,,,,,(102!461),,,,,,,,(104!1678),,,,,,(118!1814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9148,,(1287!930),,,(362!920),(198!982),,,,,,,,,(885!1826),,,(766!1176),,,,(399!671),,,,,,,(918!198),,,,,(442!1866),,,,,,,(1119!609),,,,,,,,,,,(101!462),,,,,,,,(105!1678),,,,,,(61!1648),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9149,(88!1365),(1287!931),,,(362!920),(198!982),,,(1090!747),,,,,,(885!1826),,,(767!1176),,,,(399!671),,,,,,,(918!198),,,,,(440!1868),,,,,,,(1119!608),,,,,,,,,,,(101!463),,,,,,,,(105!1678),,,,,,(116!1813),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9150,(87!1365),(1286!931),,,(362!920),(198!982),,,,,,,,,(885!1826),,,(766!1176),,,,(398!670),,,,,,,(918!198),,,,,(439!1868),,,,,,,(1119!609),,,,(1391!142),,,,,,,(103!463),,,,,,,,(105!1677),,,,,,(117!1815),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9151,(88!1367),(1285!933),,,(361!920),(198!982),,,(1092!747),,,,,,(885!1826),,,(765!1176),,,,(399!670),,,,,,,(918!198),,,,,(438!1867),,,,,,,(1118!608),,,,(1392!143),,,,,,,(103!463),,,,,,,,(105!1677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9152,(88!1366),(1284!934),,,(361!920),(198!982),,,(1093!747),,,,,,(885!1826),,,(765!1176),,,,(399!670),,,,,,,(919!198),,,,,(437!1867),,,,,,,(1118!608),,,,,,,,,,,(103!464),,,,,,,,(106!1677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9153,(89!1366),(1283!935),,,(362!920),(198!982),,,(1094!745),,,,,,(885!1826),,,(765!1176),,,,(400!670),,,,,,,(918!198),,,,,(437!1867),,,,(60!1646),,,(1118!608),,,,,,,,,,,,,,,,,,,(106!1676),,,,,,(111!1814),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9154,,(1282!937),,,(362!920),(199!982),,,,,,,,,(885!1826),(1407!211),,(765!1176),,,,(399!668),,,,,,,(918!198),,,,,(435!1867),,,,,,,(1119!609),,,,,,,,,,,(104!464),,,,,,,,(106!1677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9155,(89!1365),(1280!938),,,(362!920),(200!981),,,(1093!744),,,,,,(885!1826),(1406!208),(1388!143),(765!1176),,,,(399!668),,,,,,,(918!198),,,,,(434!1866),,,,,,,(1118!610),,,,,,,,,,,(104!464),,,,,,,,(106!1677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9156,(91!1367),(1279!939),,,(362!920),(202!982),,,,,,,,,(884!1826),,,(765!1176),,,,(400!667),,,,,,,(918!198),,,,,(434!1866),,,,(60!1647),,,(1119!609),,,,,,,,,,,(105!465),,,,,,,,(106!1677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9157,(91!1366),(1279!940),,,(362!920),(200!983),,,,,,,,,(885!1826),,(1388!143),(765!1177),,,,(400!666),,,,,,,(918!198),,,,,(433!1866),,,,(60!1647),,,(1120!610),,,,(1406!158),,,,,,,(105!464),,,,,,,,(105!1677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9158,(91!1366),(1278!941),,,(362!920),(199!982),,,(1098!740),,,,,,(884!1826),,,(765!1176),,,,(401!665),,,,,,,(918!198),,,,,(433!1865),,,,(59!1689),,,(1121!610),,,,,,,,,,,(105!464),,,,,,,,(105!1677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9159,(90!1366),(1276!942),,,(362!920),(198!983),,,(1096!742),,,,,,(885!1827),,(1388!139),(765!1176),,,,(402!666),,,,,,,(918!198),,,,,(432!1864),,,,,,,(1121!610),,,,(1405!156),,,,,,,(106!464),,,,,,,,(106!1677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9160,(90!1366),(1275!945),,,(362!920),(198!983),,,(1098!740),,,,,,(885!1827),,(1389!143),(765!1176),,,,(401!664),,,,,,,(919!198),,,,,(431!1863),,,,(59!1646),,,(1121!610),,,,(1406!158),,,,,,,,,,,,,,,(106!1677),,,,,,(55!1691),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
